0	87866	280.0	296.0
12	87866	282.0	298.0
24	87866	284.0	299.0
36	87866	288.0	301.0
48	87866	291.0	302.0
60	87866	294.0	304.0
72	87866	297.0	305.0
84	87866	300.0	307.0
96	87866	304.0	308.0
108	87866	308.0	310.0
120	87866	312.0	311.0
132	87866	316.0	313.0
144	87866	321.0	314.0
156	87866	326.0	315.0
168	87866	332.0	317.0
180	87866	337.0	318.0
192	87866	345.0	320.0
204	87866	352.0	322.0
216	87866	360.0	324.0
228	87866	369.0	327.0
240	87866	379.0	330.0
252	87866	391.0	334.0
264	87866	403.0	337.0
276	87866	418.0	341.0
288	87866	436.0	346.0
300	87866	458.0	352.0
312	87866	483.0	360.0
324	87866	514.0	369.0
336	87866	551.0	379.0
348	87866	598.0	392.0
360	87866	657.0	410.0
372	87866	739.0	431.0
384	87866	854.0	463.0
396	87866	983.0	509.0
408	87866	1016.0	539.0
0	87868	344.0	290.0
12	87868	347.0	291.0
24	87868	351.0	292.0
36	87868	355.0	294.0
48	87868	359.0	296.0
60	87868	365.0	298.0
72	87868	371.0	300.0
84	87868	376.0	301.0
96	87868	381.0	303.0
108	87868	388.0	305.0
120	87868	393.0	306.0
132	87868	399.0	308.0
144	87868	406.0	309.0
156	87868	414.0	311.0
168	87868	422.0	313.0
180	87868	431.0	314.0
192	87868	440.0	315.0
204	87868	450.0	317.0
216	87868	462.0	319.0
228	87868	473.0	320.0
240	87868	486.0	322.0
252	87868	500.0	325.0
264	87868	515.0	327.0
276	87868	533.0	329.0
288	87868	552.0	332.0
300	87868	573.0	335.0
312	87868	597.0	338.0
324	87868	623.0	342.0
336	87868	654.0	347.0
348	87868	690.0	352.0
360	87868	729.0	359.0
372	87868	785.0	366.0
384	87868	849.0	352.0
0	87870	256.0	282.0
12	87870	257.0	284.0
24	87870	259.0	285.0
36	87870	261.0	286.0
48	87870	265.0	287.0
60	87870	267.0	289.0
72	87870	268.0	291.0
84	87870	271.0	292.0
96	87870	273.0	294.0
108	87870	275.0	295.0
120	87870	278.0	296.0
132	87870	281.0	298.0
144	87870	284.0	298.0
156	87870	287.0	301.0
168	87870	289.0	302.0
180	87870	293.0	302.0
192	87870	297.0	304.0
204	87870	301.0	306.0
216	87870	304.0	308.0
228	87870	308.0	309.0
240	87870	311.0	310.0
252	87870	314.0	311.0
264	87870	318.0	313.0
276	87870	323.0	314.0
288	87870	328.0	315.0
300	87870	333.0	317.0
312	87870	339.0	318.0
324	87870	346.0	320.0
336	87870	353.0	322.0
348	87870	361.0	324.0
360	87870	370.0	327.0
372	87870	379.0	329.0
384	87870	391.0	333.0
396	87870	405.0	336.0
408	87870	420.0	339.0
420	87870	437.0	345.0
432	87870	457.0	350.0
444	87870	482.0	357.0
456	87870	512.0	365.0
468	87870	546.0	374.0
480	87870	590.0	385.0
492	87870	647.0	401.0
504	87870	721.0	420.0
516	87870	823.0	446.0
528	87870	965.0	484.0
540	87870	1017.0	540.0
0	87872	246.0	273.0
12	87872	247.0	274.0
24	87872	249.0	275.0
36	87872	251.0	277.0
48	87872	252.0	279.0
60	87872	253.0	280.0
72	87872	255.0	282.0
84	87872	258.0	283.0
96	87872	259.0	285.0
108	87872	261.0	286.0
120	87872	263.0	287.0
132	87872	265.0	289.0
144	87872	268.0	290.0
156	87872	270.0	292.0
168	87872	271.0	293.0
180	87872	272.0	295.0
192	87872	274.0	296.0
204	87872	275.0	297.0
216	87872	277.0	298.0
228	87872	280.0	299.0
240	87872	283.0	301.0
252	87872	286.0	302.0
264	87872	289.0	304.0
276	87872	291.0	305.0
288	87872	295.0	306.0
300	87872	298.0	308.0
312	87872	302.0	309.0
324	87872	306.0	310.0
336	87872	311.0	312.0
348	87872	317.0	313.0
360	87872	322.0	316.0
372	87872	328.0	317.0
384	87872	335.0	318.0
396	87872	341.0	320.0
408	87872	348.0	321.0
420	87872	356.0	325.0
432	87872	365.0	327.0
444	87872	374.0	329.0
456	87872	385.0	333.0
468	87872	397.0	335.0
480	87872	411.0	339.0
492	87872	427.0	343.0
504	87872	446.0	348.0
516	87872	470.0	354.0
528	87872	497.0	363.0
540	87872	529.0	371.0
552	87872	570.0	382.0
564	87872	622.0	396.0
576	87872	689.0	414.0
588	87872	778.0	438.0
600	87872	903.0	470.0
612	87872	998.0	516.0
0	87873	358.0	287.0
12	87873	363.0	289.0
24	87873	369.0	291.0
36	87873	376.0	293.0
48	87873	383.0	295.0
60	87873	392.0	297.0
72	87873	399.0	299.0
84	87873	408.0	302.0
96	87873	417.0	304.0
108	87873	425.0	306.0
120	87873	435.0	308.0
132	87873	444.0	310.0
144	87873	454.0	312.0
156	87873	466.0	314.0
168	87873	478.0	316.0
180	87873	491.0	319.0
192	87873	506.0	321.0
204	87873	521.0	322.0
216	87873	540.0	325.0
228	87873	559.0	328.0
240	87873	583.0	331.0
252	87873	608.0	335.0
264	87873	637.0	338.0
276	87873	671.0	343.0
288	87873	711.0	348.0
300	87873	758.0	355.0
312	87873	815.0	363.0
324	87873	885.0	373.0
336	87873	966.0	385.0
0	87874	269.0	258.0
12	87874	270.0	260.0
24	87874	271.0	261.0
36	87874	273.0	263.0
48	87874	275.0	265.0
60	87874	278.0	267.0
72	87874	278.0	268.0
84	87874	280.0	269.0
96	87874	282.0	272.0
108	87874	283.0	274.0
120	87874	286.0	274.0
132	87874	288.0	276.0
